,slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,year,min_year,exp,player,allstar,salary
97,anthojo01,Joel Anthony,POWER_FORWARD,31,LOS_ANGELES_LAKERS,21,149,8.1,0.384,0.0,0.231,9.6,14.1,11.8,1.9,1.0,4.1,6.5,9.1,0.0,0.1,0.1,0.043,-5.3,1.1,-4.2,-0.1,2014,2009,5,0,0,3800000.0
98,anthojo01,Joel Anthony,POWER_FORWARD,32,MILWAUKEE_BUCKS,49,406,14.7,0.607,0.0,0.355,8.2,17.0,12.4,1.8,1.5,9.5,14.3,9.1,0.5,0.7,1.2,0.142,-3.4,4.8,1.4,0.3,2015,2009,6,0,0,3800000.0
99,anthojo01,Joel Anthony,SHOOTING_GUARD,33,NEW_YORK_KNICKS,19,96,14.1,0.666,0.0,0.8,8.8,15.4,11.9,1.4,1.1,9.5,12.9,7.0,0.2,0.2,0.4,0.177,-2.8,5.0,2.2,0.1,2016,2009,7,0,0,2500000.0
100,anthojo01,Joel Anthony,SHOOTING_GUARD,34,PHILADELPHIA_76ERS,19,122,11.6,0.64,0.0,0.5,7.6,20.9,14.4,3.4,0.8,4.0,17.0,8.7,0.1,0.2,0.4,0.141,-3.1,2.5,-0.6,0.0,2017,2009,8,0,0,663810.0
101,arenagi01,Gilbert Arenas,CENTER,28,ATLANTA_HAWKS,32,1169,18.7,0.511,0.294,0.336,1.6,11.6,6.5,36.3,1.8,0.6,14.2,31.9,0.9,0.9,1.8,0.072,3.8,-1.3,2.5,1.3,2010,2009,1,0,0,16192080.0
102,arenagi01,Gilbert Arenas,CENTER,29,CHARLOTTE_HORNETS,21,726,14.0,0.505,0.439,0.203,0.9,10.4,5.5,27.5,2.1,1.3,16.5,26.2,0.0,0.4,0.4,0.025,1.2,-1.7,-0.6,0.3,2011,2009,2,0,0,17730694.0
103,arenagi01,Gilbert Arenas,CENTER,29,CHARLOTTE_HORNETS,49,1070,8.6,0.444,0.45,0.213,1.8,11.0,6.5,23.8,2.2,0.7,19.3,23.7,-1.6,1.7,0.2,0.007,-2.8,0.8,-2.1,0.0,2011,2009,2,0,0,17730694.0
104,arenagi01,Gilbert Arenas,POINT_GUARD,30,DALLAS_MAVERICKS,17,211,9.9,0.526,0.609,0.156,1.1,9.0,5.0,13.4,2.8,0.4,14.9,17.3,0.1,0.3,0.4,0.088,-0.2,-0.7,-0.9,0.1,2012,2009,3,0,0,19269307.0
105,arizatr01,Trevor Ariza,CENTER,24,ATLANTA_HAWKS,72,2629,13.3,0.488,0.407,0.228,3.3,14.7,8.8,16.7,2.4,1.1,12.8,21.2,0.1,3.1,3.2,0.058,0.0,1.3,1.3,2.2,2010,2009,1,0,0,5854000.0
106,arizatr01,Trevor Ariza,CENTER,25,CHARLOTTE_HORNETS,75,2600,11.3,0.487,0.356,0.259,2.8,16.4,9.5,10.0,2.5,1.0,12.2,17.7,-0.4,3.8,3.4,0.062,-1.2,2.3,1.1,2.0,2011,2009,2,0,0,6322320.0
107,arizatr01,Trevor Ariza,POINT_GUARD,26,DALLAS_MAVERICKS,41,1350,14.2,0.496,0.216,0.253,3.7,15.1,9.5,16.8,2.8,1.5,14.5,18.4,0.5,1.7,2.2,0.078,-0.4,2.2,1.8,1.3,2012,2009,3,0,0,6790640.0
108,arizatr01,Trevor Ariza,POINT_GUARD,27,HOUSTON_ROCKETS,56,1471,14.0,0.538,0.463,0.211,3.3,16.9,10.0,12.7,2.5,1.1,14.6,17.9,0.7,2.4,3.1,0.102,-0.4,1.9,1.5,1.3,2013,2009,4,0,0,7258960.0
109,arizatr01,Trevor Ariza,POWER_FORWARD,28,LOS_ANGELES_LAKERS,77,2723,15.8,0.59,0.518,0.226,4.1,16.3,10.1,10.8,2.4,0.6,12.3,17.8,4.3,3.7,8.0,0.141,2.3,1.1,3.4,3.6,2014,2009,5,0,0,7727280.0
110,arizatr01,Trevor Ariza,POWER_FORWARD,29,MILWAUKEE_BUCKS,82,2930,12.7,0.539,0.61,0.157,2.9,14.4,8.6,11.1,2.6,0.5,12.7,16.5,2.7,3.9,6.6,0.108,0.6,1.3,1.9,2.9,2015,2009,6,0,0,8579089.0
111,arizatr01,Trevor Ariza,SHOOTING_GUARD,30,NEW_YORK_KNICKS,81,2859,12.9,0.551,0.581,0.187,2.6,11.6,7.1,10.0,2.8,0.8,10.8,15.7,3.1,2.3,5.4,0.09,1.2,0.3,1.5,2.5,2016,2009,7,0,0,8193030.0
112,arizatr01,Trevor Ariza,SHOOTING_GUARD,31,PHILADELPHIA_76ERS,80,2773,12.4,0.548,0.695,0.158,2.1,15.9,9.0,8.8,2.5,0.6,7.9,14.1,2.8,3.2,6.0,0.104,0.7,1.0,1.7,2.6,2017,2009,8,0,0,7806971.0
113,arizatr01,Trevor Ariza,SMALL_FORWARD,32,SAN_ANTONIO_SPURS,67,2269,11.8,0.567,0.71,0.137,1.7,12.9,7.3,6.8,2.1,0.5,7.0,14.4,2.6,2.8,5.3,0.113,0.8,0.7,1.5,2.0,2018,2009,9,0,0,7420912.0
114,armsthi01,Hilton Armstrong,CENTER,25,ATLANTA_HAWKS,18,239,7.5,0.409,0.0,0.56,8.2,22.0,15.0,9.3,1.7,2.5,17.3,14.4,-0.2,0.3,0.1,0.01,-5.5,1.9,-3.7,-0.1,2010,2009,1,0,0,2801198.0
115,armsthi01,Hilton Armstrong,CENTER,25,ATLANTA_HAWKS,6,56,8.4,0.388,0.0,0.167,10.1,18.6,14.3,5.0,1.8,5.2,23.7,13.3,-0.1,0.1,0.0,-0.012,-6.8,2.7,-4.2,0.0,2010,2009,1,0,0,2801198.0
116,armsthi01,Hilton Armstrong,CENTER,25,ATLANTA_HAWKS,9,40,1.1,0.28,0.059,0.118,13.8,3.0,8.6,11.5,6.4,0.0,21.9,25.3,-0.2,0.1,-0.2,-0.185,-8.2,2.1,-6.1,0.0,2010,2009,1,0,0,2801198.0
117,armsthi01,Hilton Armstrong,CENTER,26,CHARLOTTE_HORNETS,41,412,8.6,0.519,0.047,0.359,10.4,21.5,15.8,3.5,1.9,3.0,25.2,10.6,-0.1,0.4,0.4,0.043,-4.5,1.2,-3.4,-0.1,2011,2009,2,0,0,992680.0
118,armsthi01,Hilton Armstrong,CENTER,26,CHARLOTTE_HORNETS,12,76,10.1,0.457,0.083,0.833,4.8,22.0,13.5,7.8,2.1,5.0,15.5,12.1,-0.1,0.1,0.1,0.054,-5.5,3.5,-2.0,0.0,2011,2009,2,0,0,992680.0
120,arroyca01,Carlos Arroyo,CENTER,30,ATLANTA_HAWKS,72,1585,12.3,0.529,0.067,0.24,1.9,7.7,4.8,22.2,1.2,0.3,11.5,13.9,2.2,1.5,3.7,0.113,-1.2,-0.8,-2.0,0.0,2010,2009,1,0,0,1107572.0
121,arroyca01,Carlos Arroyo,CENTER,31,CHARLOTTE_HORNETS,49,995,9.5,0.541,0.269,0.147,1.6,7.5,4.8,15.3,0.7,0.1,14.5,13.9,0.8,0.9,1.6,0.078,-1.5,-1.5,-3.0,-0.2,2011,2009,2,0,0,1223166.0
122,arroyca01,Carlos Arroyo,CENTER,31,CHARLOTTE_HORNETS,15,190,6.7,0.447,0.143,0.343,4.8,9.8,7.4,18.6,2.0,0.0,29.7,14.5,-0.2,0.3,0.1,0.016,-5.1,1.3,-3.8,-0.1,2011,2009,2,0,0,1223166.0
123,arthuda01,Darrell Arthur,CENTER,21,ATLANTA_HAWKS,32,457,10.5,0.449,0.007,0.205,9.4,18.7,14.0,4.9,1.6,2.3,12.1,17.4,-0.1,0.4,0.3,0.031,-3.9,-0.4,-4.3,-0.3,2010,2009,1,0,0,1050480.0
124,arthuda01,Darrell Arthur,CENTER,22,CHARLOTTE_HORNETS,80,1609,15.7,0.534,0.01,0.215,8.5,17.0,12.7,5.4,1.7,3.2,11.4,21.6,1.5,2.2,3.8,0.113,-1.6,0.3,-1.3,0.3,2011,2009,2,0,0,1123680.0
125,arthuda01,Darrell Arthur,POINT_GUARD,24,HOUSTON_ROCKETS,59,970,11.8,0.477,0.05,0.128,8.1,12.5,10.3,5.9,1.3,2.8,10.2,20.1,0.2,1.5,1.7,0.084,-2.9,0.5,-2.4,-0.1,2013,2009,4,0,0,3006217.0
126,arthuda01,Darrell Arthur,POWER_FORWARD,25,LOS_ANGELES_LAKERS,68,1161,9.4,0.459,0.156,0.151,4.8,14.7,9.8,8.0,1.6,3.0,11.7,18.1,-0.5,1.2,0.7,0.029,-3.8,1.0,-2.8,-0.2,2014,2009,5,0,0,3231683.0
127,arthuda01,Darrell Arthur,POWER_FORWARD,26,MILWAUKEE_BUCKS,58,988,11.5,0.466,0.286,0.154,5.6,13.4,9.3,9.3,2.4,2.1,10.3,20.0,-0.1,0.9,0.9,0.042,-1.8,0.7,-1.1,0.2,2015,2009,6,0,0,3457149.0
128,arthuda01,Darrell Arthur,SHOOTING_GUARD,27,NEW_YORK_KNICKS,70,1516,12.5,0.514,0.239,0.108,6.2,15.4,10.7,10.0,1.8,2.6,11.4,16.7,1.0,1.3,2.3,0.072,-1.2,0.8,-0.3,0.6,2016,2009,7,0,0,2814000.0
129,arthuda01,Darrell Arthur,SHOOTING_GUARD,28,PHILADELPHIA_76ERS,41,639,12.8,0.583,0.544,0.102,4.4,14.9,9.7,9.3,1.5,2.5,13.8,17.3,0.6,0.4,1.1,0.081,0.3,-0.6,-0.3,0.3,2017,2009,8,0,0,8070175.0
130,arthuda01,Darrell Arthur,SMALL_FORWARD,29,SAN_ANTONIO_SPURS,19,141,8.4,0.559,0.489,0.064,2.4,9.5,6.0,9.3,2.8,1.8,23.7,19.5,-0.2,0.1,0.0,-0.011,-3.5,-1.0,-4.5,-0.1,2018,2009,9,0,0,7464912.0
131,atkinch01,Chucky Atkins,CENTER,35,ATLANTA_HAWKS,40,644,8.3,0.477,0.465,0.172,0.9,4.8,2.7,21.6,1.4,0.0,15.9,14.4,0.2,0.1,0.2,0.017,-2.1,-3.7,-5.8,-0.6,2010,2009,1,0,0,1306455.0
132,atkinch01,Chucky Atkins,CENTER,35,ATLANTA_HAWKS,40,644,8.3,0.477,0.465,0.172,0.9,4.8,2.7,21.6,1.4,0.0,15.9,14.4,0.2,0.1,0.2,0.017,-2.1,-3.7,-5.8,-0.6,2010,2009,1,0,0,760000.0
133,augusdj01,D.J. Augustin,CENTER,22,ATLANTA_HAWKS,80,1472,11.2,0.516,0.409,0.301,0.9,6.9,4.0,21.7,1.6,0.3,13.1,17.9,1.1,1.7,2.8,0.092,-0.9,-1.6,-2.6,-0.2,2010,2009,1,0,0,2385480.0
134,augusdj01,D.J. Augustin,CENTER,23,CHARLOTTE_HORNETS,82,2757,15.9,0.541,0.348,0.31,1.7,8.3,4.9,31.1,1.0,0.1,12.5,21.2,4.9,1.3,6.2,0.108,2.4,-2.8,-0.4,1.1,2011,2009,2,0,0,2540400.0
135,augusdj01,D.J. Augustin,POINT_GUARD,24,DALLAS_MAVERICKS,48,1408,14.1,0.493,0.368,0.246,1.9,7.2,4.4,38.9,1.3,0.1,16.9,21.3,0.7,-0.2,0.5,0.018,0.8,-4.4,-3.6,-0.6,2012,2009,3,0,0,3236470.0
136,augusdj01,D.J. Augustin,POINT_GUARD,25,HOUSTON_ROCKETS,76,1226,11.0,0.527,0.646,0.337,1.9,6.3,4.1,21.6,1.5,0.2,16.8,15.1,1.4,1.5,2.8,0.112,-0.4,-1.4,-1.9,0.0,2013,2009,4,0,0,3500000.0
137,augusdj01,D.J. Augustin,POWER_FORWARD,26,LOS_ANGELES_LAKERS,10,82,1.2,0.394,0.458,0.25,0.0,5.7,2.8,18.4,0.6,0.0,25.3,19.8,-0.2,0.0,-0.2,-0.112,-7.4,-3.7,-11.2,-0.2,2014,2009,5,0,0,1267000.0
138,augusdj01,D.J. Augustin,POWER_FORWARD,26,LOS_ANGELES_LAKERS,61,1857,16.8,0.574,0.463,0.318,0.9,6.7,3.9,29.3,1.5,0.1,12.8,22.5,4.0,2.4,6.4,0.166,3.1,-2.1,1.0,1.4,2014,2009,5,0,0,1267000.0
139,augusdj01,D.J. Augustin,POWER_FORWARD,27,MILWAUKEE_BUCKS,54,1287,15.8,0.536,0.325,0.367,1.1,7.6,4.2,33.2,1.3,0.1,17.0,22.2,2.0,0.6,2.5,0.094,0.8,-3.1,-2.4,-0.1,2015,2009,6,0,0,3000000.0
140,augusdj01,D.J. Augustin,POWER_FORWARD,27,MILWAUKEE_BUCKS,28,677,10.2,0.503,0.516,0.194,1.1,8.4,4.8,18.5,1.2,0.1,14.8,15.1,0.5,0.4,0.9,0.063,-0.9,-2.0,-2.8,-0.1,2015,2009,6,0,0,3000000.0
141,augusdj01,D.J. Augustin,SHOOTING_GUARD,28,NEW_YORK_KNICKS,34,519,8.7,0.522,0.504,0.281,1.1,7.6,4.5,16.7,1.2,0.3,18.1,13.6,0.4,0.3,0.7,0.065,-1.4,-1.9,-3.3,-0.2,2016,2009,7,0,0,3000000.0
142,augusdj01,D.J. Augustin,SHOOTING_GUARD,28,NEW_YORK_KNICKS,28,659,18.0,0.601,0.467,0.41,0.5,8.4,4.4,32.0,1.9,0.2,16.6,21.5,1.6,0.3,1.9,0.139,2.8,-3.3,-0.5,0.3,2016,2009,7,0,0,3000000.0
143,augusdj01,D.J. Augustin,SHOOTING_GUARD,29,PHILADELPHIA_76ERS,78,1538,11.0,0.524,0.53,0.311,1.0,7.4,4.1,20.4,1.0,0.1,13.3,19.4,0.7,0.5,1.2,0.038,-0.9,-3.3,-4.2,-0.9,2017,2009,8,0,0,7250000.0
144,augusdj01,D.J. Augustin,SMALL_FORWARD,30,SAN_ANTONIO_SPURS,75,1760,15.4,0.615,0.504,0.35,1.9,8.2,5.0,24.4,1.5,0.0,16.5,18.6,3.3,0.8,4.1,0.11,1.5,-2.5,-0.9,0.5,2018,2009,9,0,0,7250000.0
145,pendeje02,Jeff Ayres,CENTER,22,ATLANTA_HAWKS,39,405,12.1,0.705,0.0,0.308,7.6,22.5,15.0,0.4,0.9,3.2,14.0,10.1,0.8,0.6,1.3,0.156,-2.5,-0.4,-2.9,-0.1,2010,2009,1,0,0,457588.0
146,pendeje02,Jeff Ayres,POINT_GUARD,24,DALLAS_MAVERICKS,20,106,13.4,0.435,0.0,0.194,12.8,22.1,17.5,6.3,1.5,1.5,4.9,17.6,0.1,0.2,0.3,0.115,-2.3,-0.8,-3.2,0.0,2012,2009,3,0,0,1500000.0
147,pendeje02,Jeff Ayres,POINT_GUARD,25,HOUSTON_ROCKETS,37,369,14.5,0.533,0.032,0.183,8.9,22.2,15.7,7.2,0.9,2.4,14.5,19.7,0.3,0.7,1.0,0.129,-3.5,0.6,-2.9,-0.1,2013,2009,4,0,0,1500000.0
148,pendeje02,Jeff Ayres,POWER_FORWARD,26,LOS_ANGELES_LAKERS,73,952,11.1,0.605,0.0,0.316,11.0,19.2,15.3,8.6,0.7,1.9,24.1,12.4,1.0,1.4,2.4,0.121,-1.6,2.1,0.5,0.6,2014,2009,5,0,0,1750000.0
149,pendeje02,Jeff Ayres,POWER_FORWARD,27,MILWAUKEE_BUCKS,51,383,14.4,0.618,0.0,0.379,11.2,23.3,17.3,5.5,1.1,1.6,19.0,16.3,0.6,0.6,1.2,0.147,-2.1,0.4,-1.7,0.0,2015,2009,6,0,0,1828750.0
150,pendeje02,Jeff Ayres,SHOOTING_GUARD,28,NEW_YORK_KNICKS,17,107,8.3,0.585,0.043,0.261,4.1,18.1,11.2,6.9,0.0,2.2,19.0,13.4,0.1,0.1,0.2,0.077,-4.7,0.1,-4.6,-0.1,2016,2009,7,0,0,317232.0
151,azubuke01,Kelenna Azubuike,CENTER,26,ATLANTA_HAWKS,9,231,19.8,0.623,0.307,0.318,5.7,14.2,9.9,6.8,1.0,2.8,6.5,19.9,0.6,0.1,0.7,0.148,1.9,-2.0,0.0,0.1,2010,2009,1,0,0,3132000.0
153,balkmre01,Renaldo Balkman,CENTER,25,ATLANTA_HAWKS,13,91,6.6,0.339,0.389,0.333,5.1,23.9,14.6,10.6,4.5,1.7,22.5,13.0,-0.2,0.2,0.0,-0.001,-5.2,4.0,-1.1,0.0,2010,2009,1,0,0,2112417.0
154,balkmre01,Renaldo Balkman,CENTER,26,CHARLOTTE_HORNETS,5,44,12.8,0.604,0.0,0.444,2.7,7.6,5.2,6.6,3.4,3.4,0.0,10.9,0.1,0.1,0.2,0.182,0.0,2.7,2.7,0.1,2011,2009,2,0,0,1675000.0
155,balkmre01,Renaldo Balkman,CENTER,26,CHARLOTTE_HORNETS,3,18,0.7,0.375,0.5,0.0,6.3,12.8,9.5,0.0,2.8,0.0,20.0,12.3,0.0,0.0,0.0,-0.05,-6.6,-3.1,-9.6,0.0,2011,2009,2,0,0,1675000.0
156,balkmre01,Renaldo Balkman,POINT_GUARD,27,DALLAS_MAVERICKS,14,115,14.3,0.57,0.281,0.344,6.0,20.3,13.1,7.2,1.8,2.1,14.0,16.7,0.1,0.2,0.3,0.142,-1.7,0.7,-1.0,0.0,2012,2009,3,0,0,1675000.0
157,banksma01,Marcus Banks,CENTER,28,ATLANTA_HAWKS,22,244,15.3,0.635,0.329,0.397,1.5,9.4,5.6,16.4,2.5,0.6,18.9,19.8,0.4,0.1,0.5,0.095,1.1,-1.8,-0.7,0.1,2010,2009,1,0,0,4553793.0
158,banksma01,Marcus Banks,CENTER,29,CHARLOTTE_HORNETS,3,22,6.8,0.543,0.0,4.0,0.0,5.5,2.7,17.2,2.3,0.0,26.6,15.3,0.0,0.0,0.0,0.011,-5.0,-2.8,-7.8,0.0,2011,2009,2,0,0,4847586.0
159,barbole01,Leandro Barbosa,CENTER,27,ATLANTA_HAWKS,44,786,14.0,0.526,0.373,0.2,1.7,7.9,5.0,12.5,1.5,1.1,10.4,24.9,0.7,0.4,1.1,0.065,0.3,-2.3,-2.0,0.0,2010,2009,1,0,0,6600000.0
160,barbole01,Leandro Barbosa,CENTER,28,CHARLOTTE_HORNETS,58,1395,15.3,0.539,0.326,0.21,1.2,7.4,4.2,14.6,1.9,0.3,10.5,25.6,1.4,0.1,1.5,0.052,1.4,-3.5,-2.1,0.0,2011,2009,2,0,0,7100000.0
161,barbole01,Leandro Barbosa,POINT_GUARD,29,DALLAS_MAVERICKS,42,946,14.2,0.518,0.244,0.2,2.6,7.1,4.9,13.3,2.0,0.6,12.1,28.0,0.2,0.8,1.0,0.052,0.0,-2.2,-2.3,-0.1,2012,2009,3,0,0,7600000.0
162,barbole01,Leandro Barbosa,POINT_GUARD,29,DALLAS_MAVERICKS,22,436,13.4,0.496,0.322,0.18,3.1,9.5,6.3,13.3,2.4,0.0,11.6,23.2,0.2,0.5,0.7,0.076,0.2,-1.6,-1.4,0.1,2012,2009,3,0,0,7600000.0
163,barbole01,Leandro Barbosa,POINT_GUARD,30,HOUSTON_ROCKETS,41,513,13.5,0.509,0.244,0.212,1.9,8.5,5.3,19.0,1.7,0.9,9.1,21.4,0.4,0.5,0.9,0.086,-1.1,-1.8,-2.9,-0.1,2013,2009,4,0,0,1229255.0
165,barbole01,Leandro Barbosa,POWER_FORWARD,32,MILWAUKEE_BUCKS,66,982,15.3,0.558,0.29,0.192,2.6,7.2,5.0,14.9,2.0,0.6,9.5,20.5,1.6,1.2,2.8,0.137,0.4,-1.2,-0.8,0.3,2015,2009,6,0,0,1448490.0
166,barbole01,Leandro Barbosa,SHOOTING_GUARD,33,NEW_YORK_KNICKS,68,1079,11.7,0.545,0.297,0.168,3.0,8.4,5.8,10.6,2.0,0.7,11.8,18.1,0.9,1.2,2.1,0.092,-1.2,-0.9,-2.1,0.0,2016,2009,7,0,0,2500000.0
167,barbole01,Leandro Barbosa,SHOOTING_GUARD,34,PHOENIX_SUNS,67,963,11.5,0.509,0.25,0.115,1.6,10.3,5.9,13.0,1.5,0.7,10.4,20.0,0.3,0.4,0.6,0.031,-2.0,-2.1,-4.1,-0.5,2017,2009,8,0,0,4000000.0
168,bareajo01,J.J. Barea,CENTER,25,ATLANTA_HAWKS,78,1546,12.8,0.526,0.298,0.171,1.3,9.5,5.4,26.1,1.2,0.3,15.3,19.9,1.0,1.2,2.2,0.069,-0.6,-1.8,-2.4,-0.1,2010,2009,1,0,0,1657500.0
169,bareajo01,J.J. Barea,CENTER,26,CHARLOTTE_HORNETS,81,1669,14.8,0.535,0.291,0.242,2.1,8.8,5.6,31.2,0.9,0.0,15.9,23.9,1.9,1.4,3.2,0.093,0.6,-1.7,-1.1,0.4,2011,2009,2,0,0,1815000.0
170,bareajo01,J.J. Barea,POINT_GUARD,27,DALLAS_MAVERICKS,41,1032,14.9,0.502,0.342,0.234,1.5,10.8,6.1,39.0,1.0,0.0,18.3,24.3,0.8,0.4,1.2,0.056,1.1,-2.4,-1.3,0.2,2012,2009,3,0,0,4300000.0
171,bareajo01,J.J. Barea,POINT_GUARD,28,HOUSTON_ROCKETS,74,1713,14.1,0.51,0.369,0.177,2.2,11.9,6.9,30.6,1.0,0.0,15.1,25.1,0.8,1.0,1.9,0.053,1.1,-2.1,-1.0,0.4,2013,2009,4,0,0,4493500.0
172,bareajo01,J.J. Barea,POWER_FORWARD,29,LOS_ANGELES_LAKERS,79,1471,11.6,0.471,0.352,0.152,1.2,10.5,5.7,32.7,0.9,0.0,15.2,23.9,-0.1,0.9,0.7,0.024,-0.9,-2.7,-3.6,-0.6,2014,2009,5,0,0,4687000.0
173,bareajo01,J.J. Barea,POWER_FORWARD,30,MILWAUKEE_BUCKS,77,1362,15.1,0.502,0.312,0.175,1.8,9.0,5.4,29.6,1.2,0.1,10.8,21.2,2.1,0.6,2.7,0.096,1.0,-2.5,-1.5,0.2,2015,2009,6,0,0,1310286.0
174,bareajo01,J.J. Barea,SHOOTING_GUARD,31,NEW_YORK_KNICKS,74,1667,15.4,0.536,0.366,0.135,1.7,8.3,5.0,31.5,0.8,0.1,13.0,23.8,2.1,0.7,2.8,0.082,1.6,-2.8,-1.2,0.3,2016,2009,7,0,0,4000000.0
175,bareajo01,J.J. Barea,SHOOTING_GUARD,32,PHOENIX_SUNS,35,771,17.2,0.521,0.431,0.149,1.3,11.9,6.3,44.2,0.9,0.1,14.7,26.2,0.8,0.5,1.3,0.08,2.0,-2.6,-0.5,0.3,2017,2009,8,0,0,4096950.0
176,bareajo01,J.J. Barea,SMALL_FORWARD,33,SAN_ANTONIO_SPURS,69,1603,17.8,0.545,0.454,0.148,1.0,13.4,7.0,45.1,1.1,0.2,16.3,24.9,2.3,1.0,3.3,0.098,2.4,-2.3,0.1,0.8,2018,2009,9,0,0,3903900.0
177,bargnan01,Andrea Bargnani,CENTER,24,ATLANTA_HAWKS,80,2799,15.5,0.552,0.284,0.205,4.6,15.9,10.4,5.4,0.5,3.0,8.8,22.3,3.3,0.9,4.2,0.072,0.7,-1.5,-0.8,0.8,2010,2009,1,0,0,6527491.0
178,bargnan01,Andrea Bargnani,CENTER,25,CHARLOTTE_HORNETS,66,2353,16.4,0.533,0.19,0.298,3.6,13.9,8.6,8.8,0.7,1.5,10.3,28.2,2.2,0.3,2.5,0.052,0.2,-2.9,-2.7,-0.4,2011,2009,2,0,0,8500000.0
179,bargnan01,Andrea Bargnani,POINT_GUARD,26,DALLAS_MAVERICKS,31,1032,17.9,0.538,0.238,0.357,2.8,16.6,9.8,11.6,0.9,1.2,11.0,28.7,1.3,0.9,2.2,0.104,0.8,-1.5,-0.8,0.3,2012,2009,3,0,0,9250000.0
180,bargnan01,Andrea Bargnani,POINT_GUARD,27,HOUSTON_ROCKETS,35,1003,11.2,0.482,0.289,0.181,3.0,12.3,7.6,6.6,1.1,1.8,10.5,23.8,-0.5,0.6,0.1,0.007,-2.5,-1.8,-4.3,-0.6,2013,2009,4,0,0,10000000.0
181,bargnan01,Andrea Bargnani,POWER_FORWARD,28,LOS_ANGELES_LAKERS,42,1257,14.5,0.51,0.215,0.203,6.3,14.7,10.4,6.1,0.6,3.7,9.6,22.4,0.8,0.7,1.5,0.058,-1.4,-1.0,-2.4,-0.1,2014,2009,5,0,0,11862500.0
182,bargnan01,Andrea Bargnani,POWER_FORWARD,29,MILWAUKEE_BUCKS,29,785,16.6,0.527,0.114,0.296,4.6,14.4,9.3,11.3,0.1,2.9,9.3,26.4,0.8,0.2,0.9,0.058,-1.0,-2.7,-3.7,-0.3,2015,2009,6,0,0,11500000.0
183,bargnan01,Andrea Bargnani,SHOOTING_GUARD,30,NEW_YORK_KNICKS,46,634,11.8,0.5,0.057,0.204,4.9,12.4,8.6,4.8,0.3,1.1,7.9,23.2,0.1,0.0,0.2,0.013,-3.7,-4.2,-7.9,-0.9,2016,2009,7,0,0,1039298.0
184,barnema02,Matt Barnes,CENTER,29,ATLANTA_HAWKS,81,2097,13.6,0.576,0.372,0.262,6.1,18.0,12.3,10.1,1.5,1.1,15.3,16.2,2.5,3.4,5.9,0.135,0.5,2.2,2.7,2.5,2010,2009,1,0,0,1600000.0
185,barnema02,Matt Barnes,CENTER,30,CHARLOTTE_HORNETS,53,1020,14.6,0.569,0.384,0.276,8.4,16.7,12.7,10.5,2.0,1.6,15.6,16.6,1.4,1.6,3.0,0.142,0.6,1.2,1.8,1.0,2011,2009,2,0,0,1765000.0
186,barnema02,Matt Barnes,POINT_GUARD,31,DALLAS_MAVERICKS,63,1440,15.5,0.554,0.357,0.331,7.9,18.3,13.3,13.8,1.3,2.4,14.1,16.4,2.4,1.8,4.3,0.142,1.1,1.5,2.6,1.7,2012,2009,3,0,0,1906200.0
187,barnema02,Matt Barnes,POINT_GUARD,32,HOUSTON_ROCKETS,80,2058,15.5,0.566,0.481,0.173,6.5,14.5,10.6,9.2,2.1,2.6,11.0,18.1,3.5,2.8,6.3,0.146,2.2,1.1,3.4,2.8,2013,2009,4,0,0,1229255.0
188,barnema02,Matt Barnes,POWER_FORWARD,33,LOS_ANGELES_LAKERS,63,1735,12.0,0.552,0.537,0.171,4.0,14.4,9.3,10.6,1.6,1.2,13.0,16.6,1.5,2.0,3.5,0.097,0.7,0.8,1.5,1.5,2014,2009,5,0,0,3250000.0
189,barnema02,Matt Barnes,POWER_FORWARD,34,MILWAUKEE_BUCKS,76,2271,11.3,0.574,0.603,0.152,2.6,12.2,7.5,7.2,1.5,1.8,11.6,14.9,2.2,2.1,4.3,0.091,0.9,0.7,1.6,2.1,2015,2009,6,0,0,3396250.0
190,barnema02,Matt Barnes,SHOOTING_GUARD,35,NEW_YORK_KNICKS,76,2190,11.7,0.503,0.534,0.199,4.2,18.3,10.9,11.6,1.8,2.4,13.8,17.9,0.4,2.2,2.6,0.056,-0.4,0.8,0.4,1.3,2016,2009,7,0,0,3542500.0
191,barnema02,Matt Barnes,SHOOTING_GUARD,36,PHOENIX_SUNS,54,1367,10.2,0.501,0.551,0.172,4.7,19.9,12.4,16.3,1.3,1.1,16.8,16.4,-0.1,1.0,1.0,0.034,-1.2,0.3,-1.0,0.4,2017,2009,8,0,0,6125000.0
192,barnema02,Matt Barnes,SHOOTING_GUARD,36,PHOENIX_SUNS,54,1367,10.2,0.501,0.551,0.172,4.7,19.9,12.4,16.3,1.3,1.1,16.8,16.4,-0.1,1.0,1.0,0.034,-1.2,0.3,-1.0,0.4,2017,2009,8,0,0,383351.0
