,combos,R2,R2_adj,RMSE
3527,"['team', 'minutes_played', 'total_rebound_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
19471,"['team', 'games_played', 'minutes_played', 'defensive_rebound_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.457,0.452,1.048
21833,"['team', 'minutes_played', 'total_rebound_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.456,0.452,1.048
21585,"['team', 'minutes_played', 'offensive_rebound_percentage', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.456,0.452,1.048
21773,"['team', 'minutes_played', 'defensive_rebound_percentage', 'win_shares_per_48_minutes', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
7320,"['positions', 'team', 'minutes_played', 'total_rebound_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.456,0.451,1.048
17873,"['age', 'team', 'minutes_played', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.456,0.452,1.048
17923,"['age', 'team', 'minutes_played', 'defensive_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.456,0.452,1.048
22037,"['team', 'minutes_played', 'block_percentage', 'usage_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.457,0.452,1.048
22127,"['team', 'minutes_played', 'usage_percentage', 'offensive_win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
21726,"['team', 'minutes_played', 'defensive_rebound_percentage', 'block_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.456,0.452,1.048
21332,"['team', 'minutes_played', 'three_point_attempt_rate', 'total_rebound_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
21872,"['team', 'minutes_played', 'total_rebound_percentage', 'defensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
21330,"['team', 'minutes_played', 'three_point_attempt_rate', 'total_rebound_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.457,0.452,1.048
17886,"['age', 'team', 'minutes_played', 'three_point_attempt_rate', 'box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
21867,"['team', 'minutes_played', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'allstar', 'exp', 'exp^2']",0.456,0.452,1.048
21868,"['team', 'minutes_played', 'total_rebound_percentage', 'offensive_box_plus_minus', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
21736,"['team', 'minutes_played', 'defensive_rebound_percentage', 'turnover_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.456,0.452,1.048
21869,"['team', 'minutes_played', 'total_rebound_percentage', 'offensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
17848,"['age', 'team', 'minutes_played', 'player_efficiency_rating', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
21802,"['team', 'minutes_played', 'total_rebound_percentage', 'steal_percentage', 'usage_percentage', 'exp', 'exp^2']",0.456,0.452,1.048
21325,"['team', 'minutes_played', 'three_point_attempt_rate', 'total_rebound_percentage', 'usage_percentage', 'exp', 'exp^2']",0.456,0.452,1.048
21690,"['team', 'minutes_played', 'defensive_rebound_percentage', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.456,0.452,1.048
17933,"['age', 'team', 'minutes_played', 'defensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.456,0.451,1.048
21865,"['team', 'minutes_played', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
21820,"['team', 'minutes_played', 'total_rebound_percentage', 'block_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
21818,"['team', 'minutes_played', 'total_rebound_percentage', 'block_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.456,0.451,1.048
21571,"['team', 'minutes_played', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.456,0.452,1.048
21854,"['team', 'minutes_played', 'total_rebound_percentage', 'defensive_win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
19377,"['team', 'games_played', 'minutes_played', 'player_efficiency_rating', 'total_rebound_percentage', 'exp', 'exp^2']",0.456,0.452,1.048
17842,"['age', 'team', 'minutes_played', 'player_efficiency_rating', 'usage_percentage', 'exp', 'exp^2']",0.456,0.452,1.048
17926,"['age', 'team', 'minutes_played', 'defensive_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.457,0.452,1.048
21760,"['team', 'minutes_played', 'defensive_rebound_percentage', 'defensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.456,0.452,1.048
21830,"['team', 'minutes_played', 'total_rebound_percentage', 'turnover_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
7322,"['positions', 'team', 'minutes_played', 'total_rebound_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
3581,"['team', 'minutes_played', 'usage_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
17856,"['age', 'team', 'minutes_played', 'true_shooting_percentage', 'total_rebound_percentage', 'exp', 'exp^2']",0.456,0.452,1.048
19488,"['team', 'games_played', 'minutes_played', 'total_rebound_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.456,0.452,1.048
21828,"['team', 'minutes_played', 'total_rebound_percentage', 'turnover_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.456,0.451,1.048
17606,"['age', 'team', 'games_played', 'minutes_played', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.456,0.451,1.048
20998,"['team', 'minutes_played', 'player_efficiency_rating', 'total_rebound_percentage', 'steal_percentage', 'exp', 'exp^2']",0.456,0.452,1.048
21914,"['team', 'minutes_played', 'assist_percentage', 'usage_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.455,0.451,1.049
17840,"['age', 'team', 'minutes_played', 'player_efficiency_rating', 'block_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
17890,"['age', 'team', 'minutes_played', 'free_throw_attempt_rate', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
19476,"['team', 'games_played', 'minutes_played', 'defensive_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.455,0.451,1.049
21157,"['team', 'minutes_played', 'true_shooting_percentage', 'defensive_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
22156,"['team', 'minutes_played', 'usage_percentage', 'box_plus_minus', 'allstar', 'exp', 'exp^2']",0.455,0.451,1.049
3525,"['team', 'minutes_played', 'total_rebound_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.455,0.451,1.049
17847,"['age', 'team', 'minutes_played', 'player_efficiency_rating', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.455,0.45,1.049
21863,"['team', 'minutes_played', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.455,0.451,1.049
22145,"['team', 'minutes_played', 'usage_percentage', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.455,0.45,1.049
4978,"['positions', 'age', 'team', 'minutes_played', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
7211,"['positions', 'team', 'minutes_played', 'player_efficiency_rating', 'total_rebound_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
20418,"['team', 'games_played', 'defensive_rebound_percentage', 'usage_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.455,0.451,1.049
21852,"['team', 'minutes_played', 'total_rebound_percentage', 'defensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.455,0.451,1.049
20934,"['team', 'minutes_played', 'player_efficiency_rating', 'three_point_attempt_rate', 'total_rebound_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
21640,"['team', 'minutes_played', 'offensive_rebound_percentage', 'usage_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.456,0.451,1.049
22140,"['team', 'minutes_played', 'usage_percentage', 'win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.455,0.451,1.049
17977,"['age', 'team', 'minutes_played', 'block_percentage', 'usage_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
21786,"['team', 'minutes_played', 'defensive_rebound_percentage', 'value_over_replacement_player', 'allstar', 'exp', 'exp^2']",0.455,0.451,1.049
17835,"['age', 'team', 'minutes_played', 'player_efficiency_rating', 'offensive_rebound_percentage', 'exp', 'exp^2']",0.455,0.45,1.049
22124,"['team', 'minutes_played', 'usage_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.455,0.451,1.049
20916,"['team', 'minutes_played', 'player_efficiency_rating', 'true_shooting_percentage', 'total_rebound_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
3416,"['team', 'minutes_played', 'player_efficiency_rating', 'total_rebound_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
19540,"['team', 'games_played', 'minutes_played', 'usage_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.455,0.451,1.049
21857,"['team', 'minutes_played', 'total_rebound_percentage', 'win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.455,0.45,1.049
21357,"['team', 'minutes_played', 'three_point_attempt_rate', 'steal_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.455,0.45,1.049
21523,"['team', 'minutes_played', 'free_throw_attempt_rate', 'usage_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.455,0.45,1.049
17935,"['age', 'team', 'minutes_played', 'defensive_rebound_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.455,0.451,1.049
20997,"['team', 'minutes_played', 'player_efficiency_rating', 'total_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
20999,"['team', 'minutes_played', 'player_efficiency_rating', 'total_rebound_percentage', 'block_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
17930,"['age', 'team', 'minutes_played', 'defensive_rebound_percentage', 'win_shares', 'exp', 'exp^2']",0.455,0.451,1.049
17929,"['age', 'team', 'minutes_played', 'defensive_rebound_percentage', 'defensive_win_shares', 'exp', 'exp^2']",0.455,0.451,1.049
21000,"['team', 'minutes_played', 'player_efficiency_rating', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.456,0.451,1.049
17928,"['age', 'team', 'minutes_played', 'defensive_rebound_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.455,0.451,1.049
17940,"['age', 'team', 'minutes_played', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.455,0.45,1.049
17925,"['age', 'team', 'minutes_played', 'defensive_rebound_percentage', 'block_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
17924,"['age', 'team', 'minutes_played', 'defensive_rebound_percentage', 'steal_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
21005,"['team', 'minutes_played', 'player_efficiency_rating', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.455,0.451,1.049
2954,"['age', 'team', 'minutes_played', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
17922,"['age', 'team', 'minutes_played', 'defensive_rebound_percentage', 'total_rebound_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
21465,"['team', 'minutes_played', 'free_throw_attempt_rate', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.455,0.451,1.049
17912,"['age', 'team', 'minutes_played', 'offensive_rebound_percentage', 'usage_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
17907,"['age', 'team', 'minutes_played', 'offensive_rebound_percentage', 'total_rebound_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
21003,"['team', 'minutes_played', 'player_efficiency_rating', 'total_rebound_percentage', 'defensive_win_shares', 'exp', 'exp^2']",0.455,0.451,1.049
21844,"['team', 'minutes_played', 'total_rebound_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.455,0.45,1.049
17906,"['age', 'team', 'minutes_played', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.455,0.451,1.049
22134,"['team', 'minutes_played', 'usage_percentage', 'defensive_win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.455,0.451,1.049
17843,"['age', 'team', 'minutes_played', 'player_efficiency_rating', 'offensive_win_shares', 'exp', 'exp^2']",0.454,0.45,1.05
22083,"['team', 'minutes_played', 'turnover_percentage', 'usage_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.454,0.45,1.05
21806,"['team', 'minutes_played', 'total_rebound_percentage', 'steal_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.454,0.45,1.05
21104,"['team', 'minutes_played', 'true_shooting_percentage', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.454,0.45,1.05
21456,"['team', 'minutes_played', 'free_throw_attempt_rate', 'defensive_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.454,0.449,1.05
21980,"['team', 'minutes_played', 'steal_percentage', 'usage_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.454,0.45,1.05
17832,"['age', 'team', 'minutes_played', 'player_efficiency_rating', 'true_shooting_percentage', 'exp', 'exp^2']",0.453,0.449,1.05
17947,"['age', 'team', 'minutes_played', 'total_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.454,0.45,1.05
17874,"['age', 'team', 'minutes_played', 'three_point_attempt_rate', 'total_rebound_percentage', 'exp', 'exp^2']",0.454,0.45,1.05
21771,"['team', 'minutes_played', 'defensive_rebound_percentage', 'win_shares', 'allstar', 'exp', 'exp^2']",0.454,0.45,1.05
17838,"['age', 'team', 'minutes_played', 'player_efficiency_rating', 'assist_percentage', 'exp', 'exp^2']",0.454,0.449,1.05
7377,"['positions', 'team', 'minutes_played', 'usage_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.454,0.45,1.05
21181,"['team', 'minutes_played', 'true_shooting_percentage', 'total_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.454,0.45,1.05
17839,"['age', 'team', 'minutes_played', 'player_efficiency_rating', 'steal_percentage', 'exp', 'exp^2']",0.454,0.45,1.05
21783,"['team', 'minutes_played', 'defensive_rebound_percentage', 'defensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.454,0.45,1.05
21234,"['team', 'minutes_played', 'true_shooting_percentage', 'usage_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.454,0.45,1.05
22137,"['team', 'minutes_played', 'usage_percentage', 'win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.454,0.449,1.05
17607,"['age', 'team', 'games_played', 'minutes_played', 'total_rebound_percentage', 'exp', 'exp^2']",0.454,0.449,1.05
7310,"['positions', 'team', 'minutes_played', 'defensive_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.453,0.449,1.05
7229,"['positions', 'team', 'minutes_played', 'true_shooting_percentage', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.454,0.449,1.05
21097,"['team', 'minutes_played', 'player_efficiency_rating', 'defensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.454,0.449,1.05
21329,"['team', 'minutes_played', 'three_point_attempt_rate', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.454,0.449,1.05
4979,"['positions', 'age', 'team', 'minutes_played', 'total_rebound_percentage', 'exp', 'exp^2']",0.454,0.449,1.05
21320,"['team', 'minutes_played', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.454,0.45,1.05
17851,"['age', 'team', 'minutes_played', 'player_efficiency_rating', 'allstar', 'exp', 'exp^2']",0.454,0.45,1.05
21741,"['team', 'minutes_played', 'defensive_rebound_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.454,0.45,1.05
17937,"['age', 'team', 'minutes_played', 'total_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.454,0.45,1.05
21866,"['team', 'minutes_played', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'value_over_replacement_player', 'exp', 'exp^2']",0.454,0.45,1.05
19395,"['team', 'games_played', 'minutes_played', 'true_shooting_percentage', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.454,0.449,1.05
21877,"['team', 'minutes_played', 'total_rebound_percentage', 'value_over_replacement_player', 'allstar', 'exp', 'exp^2']",0.454,0.449,1.05
21794,"['team', 'minutes_played', 'total_rebound_percentage', 'assist_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.454,0.45,1.05
21864,"['team', 'minutes_played', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.454,0.449,1.05
21424,"['team', 'minutes_played', 'three_point_attempt_rate', 'box_plus_minus', 'allstar', 'exp', 'exp^2']",0.454,0.449,1.05
22146,"['team', 'minutes_played', 'usage_percentage', 'win_shares_per_48_minutes', 'value_over_replacement_player', 'exp', 'exp^2']",0.454,0.45,1.05
21827,"['team', 'minutes_played', 'total_rebound_percentage', 'turnover_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.454,0.449,1.05
3582,"['team', 'minutes_played', 'usage_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.454,0.45,1.05
17601,"['age', 'team', 'games_played', 'minutes_played', 'player_efficiency_rating', 'exp', 'exp^2']",0.454,0.45,1.05
21385,"['team', 'minutes_played', 'three_point_attempt_rate', 'usage_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.454,0.449,1.05
21121,"['team', 'minutes_played', 'true_shooting_percentage', 'free_throw_attempt_rate', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.454,0.45,1.05
21063,"['team', 'minutes_played', 'player_efficiency_rating', 'usage_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.454,0.45,1.05
21758,"['team', 'minutes_played', 'defensive_rebound_percentage', 'offensive_win_shares', 'allstar', 'exp', 'exp^2']",0.454,0.45,1.05
19485,"['team', 'games_played', 'minutes_played', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.454,0.449,1.05
21520,"['team', 'minutes_played', 'free_throw_attempt_rate', 'usage_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.454,0.45,1.05
17891,"['age', 'team', 'minutes_played', 'free_throw_attempt_rate', 'total_rebound_percentage', 'exp', 'exp^2']",0.454,0.449,1.05
21164,"['team', 'minutes_played', 'true_shooting_percentage', 'defensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.454,0.45,1.05
